longitude,latitude,incident_id,date,time,description,type
36.0204874129,-78.8501567787,18007449,2018-03-06,00:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0258162576,-78.9174110655,18007450,2018-03-06,20:04,ROBBERY - INDIVIDUAL,ARMED ROBBERY
35.9875403332,-78.9262800895,18007455,2018-03-06,08:00,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DISTURBANCE
36.0440609382,-78.8961532514,18007464,2018-03-06,23:55,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
35.972446806,-78.9330243077,18007492,2018-02-11,09:00,FRAUD - FALSE PRETENSE,FRAUD
35.9835685927,-78.8759438964,18007469,2018-03-07,02:20,AGGRAVATED ASSAULT,LARCENY OF VEHI
35.9714078262,-78.9397675675,18007475,2018-03-07,04:20,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.033219905,-78.9381826939,18007495,2018-03-06,07:45,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.9978420193,-78.9130509906,18007515,2018-03-07,12:00,VANDALISM TO PROP (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9725839118,-78.8919009988,18007523,2018-03-07,13:43,ALL OTHER OFFENSES-TRESPASSING,SUSPICIOUS PERS
35.9996724531,-78.8695796202,18007535,2018-03-06,08:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9964724329,-78.9138038808,18007552,2018-03-07,17:12,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,VEHICLE STOP
35.9979685708,-78.8526929817,18007556,2018-03-07,17:23,FOUND PROPERTY,SUSPICIOUS PERS
36.0769998877,-78.8973743293,18007574,2018-03-07,21:40,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,SUSPICIOUS VEHI
35.9122693633,-78.9827855907,18007582,2018-03-07,23:50,DRIVING WHILE IMPAIRED,MOTOR VEHICLE A
35.9732400901,-78.9278564969,18007591,2018-02-11,09:00,FRAUD - FALSE PRETENSE,FRAUD
36.0218730546,-78.9511389438,18005851,2017-12-31,18:00,EMBEZZLEMENT-ALL OTHER,LARCENY
36.0113207628,-78.8441553277,18005861,2018-02-20,15:00,RECOVERED STOLEN VEHICLE (OTHER JURISDICTION),RECOVERED VEHIC
36.0033385707,-78.904714011,18005868,2018-02-20,16:30,ALL OTHER OFFENSES-COURT VIOLATIONS,PARENTAL OR CUS
36.0217580342,-78.9129444893,18005878,2018-02-20,18:00,LARCENY - FROM BUILDING,LARCENY
35.9936962582,-78.8962552431,18005881,2018-02-20,21:24,DRUG EQUIPMENT/PARAPHERNALIA - POSSESSING/CONCEALING,SUSPICIOUS PERS
35.984756702,-78.8901093688,18005892,2018-02-20,23:41,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0050586844,-78.9521377719,18005900,2018-02-21,02:27,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0499485335,-78.9209349869,18005909,2018-02-20,20:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9543281237,-78.9084342232,18005915,2018-02-17,12:00,LARCENY - ALL OTHER,LARCENY
35.9114732621,-78.9025750498,18005914,2018-02-21,07:51,FRAUD - FALSE PRETENSE,FRAUD
36.0170235369,-78.9136562125,18005935,2018-02-21,02:30,SEX OFFENSE (INACTIVE 1/1/13) - SODOMY,RAPE NO EMS
36.000255471,-78.8132865008,18005978,2018-02-21,08:25,SUSPICIOUS ACTIVITY,VANDALISM
35.9031963803,-78.941775475,18005985,2018-02-21,19:50,LARCENY - SHOPLIFTING,SHOPLIFTER
35.9570796271,-78.9601717547,18005987,2018-02-21,20:41,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0594066249,-78.9284463927,18005991,2018-02-21,23:00,ROBBERY - COMMERCIAL,ARMED ROBBERY
35.9044722995,-78.9433661403,18006028,2018-01-11,00:00,FRAUD - CREDIT CARD/ATM,FRAUD
35.9958243165,-78.9137272225,18005994,2018-02-22,00:15,AGGRAVATED ASSAULT,UNKNOWN PROBLEM
35.9980101087,-78.9185358949,18006002,2018-02-21,20:00,BURGLARY - NON-FORCED ENTRY,BREAK IN
35.9972305707,-78.877890656,18006006,2018-02-22,05:30,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DISTURBANCE
35.9711724501,-78.9040151225,18006007,2018-02-22,06:21,MISSING PERSON,MISSING PERSON
35.9519658284,-78.9479450559,18006030,2018-02-22,11:02,FRAUD - IMPERSONATION,FRAUD
35.9931774913,-78.8851376763,18006032,2018-02-08,12:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
36.0059623524,-78.8552887911,18006045,2018-02-22,12:00,SIMPLE ASSAULT-NON PHYSICAL THREAT OR INTIMIDATION,THREATS
35.971539507,-78.8912536578,18006061,2018-02-19,20:00,VANDALISM TO PROP (NOT ACCIDENTAL),VANDALISM
36.0235396649,-78.9085800255,18006065,2018-02-05,16:13,LOST PROPERTY,LOST OR FOUND P
35.9137212382,-78.921788212,18006070,2018-02-22,15:47,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0396867156,-78.8917006419,18006107,2018-02-22,23:40,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0288715981,-78.8435497198,18006451,2018-02-22,15:00,LARCENY - SHOPLIFTING,LARCENY - SHOPL
35.9804994599,-78.8654186155,18006112,2018-02-23,00:18,ROBBERY - INDIVIDUAL,ARMED ROBBERY
36.0399207344,-78.8928729576,18006110,2018-02-23,00:35,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9126101469,-78.9338166823,18006118,2018-02-22,21:05,LARCENY - SHOPLIFTING,SHOPLIFTER
35.9401619994,-78.890540299,18006119,2018-02-23,03:07,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9462604817,-78.8871959407,18006129,2018-02-23,05:02,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.0097488305,-78.8560987734,18006131,2018-02-23,04:00,MOTOR VEHICLE THEFT - AUTOMOBILE,DOMESTIC VIOLEN
36.026685833,-78.878376416,18006136,2018-02-22,23:00,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9658422013,-78.9213562631,18006141,2018-02-23,09:17,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
36.0249359804,-78.9247521207,18006147,2018-02-23,10:19,STOLEN PROPERTY - POSSESSION/CONCEALING,GUNSHOT WOUND
35.9764499004,-78.8920827827,18006143,2018-02-23,10:00,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),ASSAULT EMS
36.0410096095,-78.9305850293,18006175,2018-02-23,14:28,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL COCAINE,DRUGS
35.9549804935,-78.984528333,18006173,2018-02-23,15:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0358318429,-78.8994610154,18006181,2018-02-23,12:30,LARCENY - FROM BUILDING,LARCENY
35.9497075656,-78.9257252785,18006180,2018-02-21,20:00,FOUND PROPERTY,LOST OR FOUND P
35.910541859,-78.934855514,18006186,2018-02-23,17:45,LARCENY - FROM MOTOR VEHICLE,DAMAGE TO PROPE
35.8860084831,-78.8870588121,18006232,2018-02-23,23:03,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0139262392,-78.8844052052,18006223,2018-02-24,00:42,HOMICIDE-MURDER AND NON-NEGLIGENT MANSLAUGHTER,STABBING
35.9398593095,-78.8912079299,18006230,2018-02-24,03:14,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9834801467,-78.907228748,18006238,2018-02-24,04:47,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9699706148,-78.9381764552,18006241,2018-02-24,05:21,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0442848337,-78.9214253321,18006248,2018-02-24,08:29,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0706117804,-78.9057437723,18006251,2018-02-24,10:40,LARCENY - SHOPLIFTING,LARCENY
35.9034823478,-78.9403430172,18006264,2018-02-24,14:07,LARCENY - SHOPLIFTING,SHOPLIFTER
35.8954435446,-78.8972229551,18006271,2018-02-24,14:52,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9032966579,-78.9520624627,18006277,2018-02-23,15:00,FRAUD - FALSE PRETENSE,LARCENY
36.0338268408,-78.931416994,18006290,2018-02-23,21:00,MISSING PERSON,MISSING PERSON
35.9344422479,-78.8886956882,18006289,2018-02-24,19:29,WEAPON VIOLATIONS - POSSESSING/CONCEALING,VEHICLE STOP
36.0016058273,-78.8307293522,18006297,2018-02-24,23:50,DRIVING WHILE IMPAIRED,MOTOR VEHICLE A
35.9543997972,-78.8738212497,18006343,2018-02-25,12:20,SEX OFFENSE - STATUTORY RAPE,DISTURBANCE WIT
35.8999703011,-78.9002808708,18006610,2018-02-25,00:00,FRAUD - IMPERSONATION,FRAUD - IMPERSO
36.0398477318,-78.8923889005,18006299,2018-02-25,02:13,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9287476214,-78.899750469,18006312,2018-02-25,00:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9870835608,-78.9006370968,18006327,2017-02-16,21:06,VANDALISM TO PROP (NOT ACCIDENTAL),VANDALISM
35.9000445343,-78.9534802596,18006342,2018-02-25,07:00,DV INFO REPORT (NO CRIME),DISTURBANCE
35.9723610386,-78.9001556516,18006345,2018-02-18,18:00,BURGLARY - FORCIBLE ENTRY,LARCENY
35.9346100041,-78.8875262114,18006352,2018-02-25,07:00,LARCENY - ALL OTHER,LARCENY
36.0557901066,-78.8916498618,18006351,2018-02-25,14:30,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0184757036,-78.9059735763,18006364,2018-02-25,16:31,ROBBERY - BANK,BANK ROBBERY
35.9717541299,-78.952835535,18006374,2018-01-25,12:00,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,LARCENY OF VEHI
36.0279387118,-78.8926468766,18006372,2018-02-25,12:30,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9769295859,-78.9372658345,18006391,2018-02-25,09:00,LARCENY - FROM BUILDING,LARCENY
35.9283007545,-78.9308619513,18006409,2018-02-25,21:56,AGGRAVATED ASSAULT,DOMESTIC VIOLEN
36.0173724181,-78.9711626324,18006411,2018-02-25,21:56,COUNTERFEITING - USING,FRAUD
35.9028629698,-78.9419200557,18006488,2018-02-24,13:00,LOST PROPERTY,LOST OR FOUND P
35.9697444712,-78.9400646352,18006418,2018-02-26,00:29,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.96392313,-78.9717828441,18006419,2018-02-26,01:40,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0021661649,-78.8688734944,18006424,2018-02-26,04:07,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.8860322788,-78.8858071085,18006426,2018-02-26,05:01,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9694628358,-78.8422708588,18006428,2018-02-26,05:43,ALL OTHER CRIMINAL OFFENSES,TRESPASS OR UNW
35.9931278228,-78.85604533,18006445,2018-02-26,09:46,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.960893207,-78.8419246257,18006456,2018-02-26,10:53,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.8969930879,-78.8982882346,18006472,2018-02-21,15:19,MISSING PERSON,RUNAWAY
35.9580519973,-78.9313987535,18006487,2018-02-26,13:44,ALL OTHER CRIMINAL OFFENSES,DISTURBANCE WIT
35.993175419,-78.8871052014,18006531,2018-02-26,21:43,WEAPON VIOLATIONS - POSSESSING/CONCEALING,SUSPICIOUS VEHI
35.9835827637,-78.8340704096,18006532,2018-02-26,08:30,MISSING PERSON,MISSING PERSON
36.0285415154,-78.8702214897,18006533,2018-02-26,22:15,STOLEN PROPERTY - POSSESSION/CONCEALING,VEHICLE STOP
36.040504447,-78.8903067587,18006535,2018-02-26,23:54,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9116410688,-78.9353366343,18006540,2018-02-27,00:13,LARCENY - SHOPLIFTING,LARCENY
36.0371411991,-78.8983540699,18006541,2018-02-27,01:20,SIMPLE ASSAULT-ALL OTHER,DOMESTIC WITH A
36.006294494,-78.8085536044,18006556,2018-02-27,06:56,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0978273979,-78.8606284554,18006561,2018-02-27,06:45,DEATH INVESTIGATION,CARDIAC OR RESP
36.0212975398,-78.9080112757,18006566,2018-02-27,08:13,ALL OTHER CRIMINAL OFFENSES,VEHICLE STOP
36.048847001,-78.9125609681,18006588,2018-02-24,12:00,ALL OTHER CRIMINAL OFFENSES,STALKING
35.9841857864,-78.8901265178,18006594,2018-01-30,16:30,MISSING PERSON,MISSING PERSON
35.9804298948,-78.8660784798,18006612,2018-02-27,15:32,FRAUD - FALSE PRETENSE,FRAUD
35.9529209682,-78.9684134889,18006618,2018-02-26,10:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.9042565702,-78.9432717869,18006617,2018-02-27,15:45,LARCENY - FROM BUILDING,LARCENY
35.9154297211,-78.9317457694,18006636,2018-02-27,00:00,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0004178505,-78.8848512669,18006630,2018-02-27,17:49,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9763007498,-78.8837058862,18006644,2018-02-27,07:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9967638093,-78.88006237,18006653,2018-02-27,21:00,CALLS FOR SERVICE (NO CRIME),MOTOR VEHICLE C
36.0392869231,-78.8863745478,18006655,2018-02-27,22:20,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
36.0014375868,-78.8854079323,18023369,2018-07-12,18:57,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
35.9796803399,-78.8911946045,18023374,2018-07-12,07:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
36.0000178328,-78.8641266097,18023378,2018-07-12,21:18,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0242381847,-78.8283372123,18023395,2018-07-13,00:20,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,UNAUTHORIZED US
36.0022614971,-78.9004158101,18023398,2018-07-12,22:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0688519748,-78.9059320177,18023397,2018-07-13,01:15,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0405079604,-78.8876953748,18023400,2018-07-13,01:45,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.8956159411,-78.8495587797,18023403,2018-07-13,05:17,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,UNAUTHORIZED US
36.0695214092,-78.906633542,18023409,2018-07-13,06:40,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9987480273,-78.8804822485,18023418,2018-07-13,02:30,LARCENY - FROM BUILDING,DOMESTIC VIOLEN
35.9057146132,-78.9339899301,18023424,2018-07-12,22:00,VANDALISM TO PROP (NOT ACCIDENTAL),VANDALISM
35.9520264022,-78.9720369831,18023430,2018-07-13,00:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9031050466,-78.9420341928,18023455,2018-07-13,13:27,LARCENY - SHOPLIFTING,LARCENY
36.0488497135,-78.9038320242,18023454,2018-07-13,14:05,LARCENY - FROM BUILDING,LARCENY
35.9910222827,-78.9321245127,18023453,2018-07-12,19:30,BURGLARY - FORCIBLE ENTRY,DAMAGE TO PROPE
35.9385083903,-78.8974123698,18023460,2018-07-12,19:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0356810019,-78.8860746546,18023466,2018-07-13,15:35,LARCENY - FROM BUILDING,FLAG DOWN
35.9676301937,-78.9593851823,18023471,2018-07-13,16:24,LARCENY - SHOPLIFTING,SHOPLIFTER
36.059310521,-78.9324417467,18023489,2018-07-13,10:00,CALLS FOR SERVICE (NO CRIME),LARCENY
35.9932217492,-78.8632096972,18023496,2018-07-13,19:18,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
35.9905957439,-78.8751383974,18023492,2018-07-13,19:37,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0078135325,-78.9198587817,18023500,2018-07-13,20:15,SUSPICIOUS ACTIVITY,INDECENT
35.9937133134,-78.8869651244,18023502,2018-07-13,20:36,ALL TRAFFIC (EXCEPT DWI),VEHICLE STOP
35.9661541964,-78.9791451728,18023505,2018-07-13,20:35,DRUG/NARCOTIC VIOLATIONS - ALL OTHER,DRUGS
36.0003786153,-78.8695464492,18023504,2018-07-13,20:30,VANDALISM TO PROP (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0125985232,-78.9448094665,18023651,2018-05-16,20:45,LARCENY - ALL OTHER,LARCENY - ALL O
35.9986480281,-78.906138432,18023612,2018-07-14,01:00,SEX OFFENSE - MALE RAPE,SEXUAL ASSAULT
35.8957855996,-78.9977568691,18023519,2018-07-13,00:05,ALL OTHER - HARASSING PHONE CALLS,HARASSMENT
36.0232395119,-78.9115541493,18023525,2018-07-14,03:14,VANDALISM TO PROP (NOT ACCIDENTAL),ASSAULT
35.9931038537,-78.8550793986,18023527,2018-07-14,04:58,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9303901651,-78.8125939457,18023528,2018-07-14,05:05,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9762822627,-78.8497047105,18023531,2018-07-14,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0519262202,-78.9205203477,18023537,2018-07-14,06:50,FOUND PROPERTY,LOST OR FOUND P
36.0265605384,-78.9120516918,18023538,2018-07-14,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0476029118,-78.9344207583,18023552,2018-07-14,00:00,VANDALISM TO AUTO (NOT ACCIDENTAL),VANDALISM
36.0252180688,-78.9225086836,18023550,2018-07-14,05:55,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.98078596,-78.7991303421,18023558,2018-07-14,13:00,FRAUD - CREDIT CARD/ATM,FRAUD
35.9967702219,-78.8655850059,18023564,2018-07-14,14:15,DV INFO REPORT (NO CRIME),DOMESTIC VIOLEN
36.0518159078,-78.9230003224,18023569,2018-07-13,22:00,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0160312321,-78.9722719827,18023579,2018-07-14,16:00,LARCENY - ALL OTHER,LARCENY
35.9030246125,-78.9425513738,18023580,2018-07-14,17:08,LARCENY - SHOPLIFTING,SHOPLIFTER
35.9880028538,-78.8488727627,18023601,2018-07-13,18:19,RUNAWAY,MISSING PERSON
35.9898177732,-78.8504482155,18023589,2018-07-13,18:00,RUNAWAY,MISSING PERSON
35.9912887854,-78.9272693982,18023590,2018-07-14,19:08,CALLS FOR SERVICE (NO CRIME),ASSIST EMS
35.9779289772,-78.927942354,18023592,2018-07-14,19:11,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),FIGHT
35.9046078708,-78.9039464047,18023624,2018-07-15,03:24,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9041283053,-78.8972696544,18023627,2018-07-15,04:50,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9779464706,-78.9304990949,18023633,2018-07-13,20:00,LARCENY - FROM MOTOR VEHICLE,LARCENY
35.9639777352,-78.8237561885,18023640,2018-07-14,20:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0252703685,-78.967775082,18023645,2018-07-15,08:16,CALLS FOR SERVICE (NO CRIME),LOCK IN OR LOCK
36.0164622357,-78.9310678907,18023646,2018-07-12,08:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.946434253,-78.8646920949,18023677,2018-07-15,03:30,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9205945377,-78.9299140301,18023676,2018-07-15,11:28,ALL TRAFFIC (EXCEPT DWI),VEHICLE STOP
36.0484296597,-78.9128219256,18023682,2018-07-13,08:30,BURGLARY - NON-FORCED ENTRY,BREAK IN
35.8690695763,-78.8427854338,18023735,2018-07-15,08:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.0046172033,-78.9521644019,18023738,2018-05-31,12:00,FRAUD - CREDIT CARD/ATM,FRAUD
35.9029138978,-78.9417848981,18023743,2018-07-15,16:00,LARCENY - SHOPLIFTING,SHOPLIFTER
36.0003885585,-78.8815340212,18023746,2018-07-15,13:00,ALL OTHER OFFENSES-TRESPASSING,FOLLOW UP
36.0141586695,-78.9151398207,18023754,2018-07-14,12:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,BREAK IN VEHICL
35.9446662829,-78.8629353432,18023756,2018-07-14,16:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9934743581,-78.8923476965,18023772,2018-07-15,18:52,LARCENY - ALL OTHER,LARCENY
35.9223181538,-78.8854530836,18023779,2018-07-15,16:10,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0064436525,-78.8864137257,18023786,2018-07-15,21:42,SUSPICIOUS ACTIVITY,SUSPICIOUS PERS
35.9588066931,-78.9677335319,18023787,2018-07-15,19:25,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.8790757417,-78.8386296534,18024009,2018-07-15,18:30,LARCENY - ALL OTHER,LARCENY - ALL O
36.0664465522,-78.9501677975,18023805,2018-07-16,05:01,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.933713596,-78.9855957352,18023809,2018-07-15,21:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.0012627236,-78.88108982,18023815,2018-07-16,06:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9160882022,-78.8108414585,18023834,2018-07-15,17:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0049286322,-78.8746991527,18023827,2018-01-31,07:00,CALLS FOR SERVICE (NO CRIME),DAMAGE TO PROPE
36.0042546861,-78.9562344074,18023837,2018-07-16,09:56,DEATH INVESTIGATION,CARDIAC OR RESP
35.9785173592,-78.9024713447,18023838,2017-03-16,12:00,CALLS FOR SERVICE (NO CRIME),LARCENY
35.9854949897,-78.8701657161,18023847,2018-07-16,00:00,RAPE - FORCIBLE,SEXUAL ASSAULT
36.0228623937,-78.9135622151,18023852,2018-07-14,23:00,ROBBERY - INDIVIDUAL,CARJACKING
35.9711968491,-78.9034634732,18023865,2017-10-16,14:36,FRAUD - IMPERSONATION,FRAUD
36.031894904,-78.9043266986,18023880,2018-07-16,15:00,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0584250665,-78.9111212726,18023894,2018-06-27,16:20,FRAUD - OTHER,FRAUD
36.1174825426,-78.873581502,18023895,2018-07-16,16:51,AGGRAVATED ASSAULT,ASSIST PERSON
35.9399960824,-78.8898020469,18023896,2018-07-16,05:40,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9588610674,-78.9596833264,18023898,2018-07-16,18:04,CALLS FOR SERVICE (NO CRIME),PANIC ALARM
35.9663671701,-78.9189688376,18023913,2018-07-16,20:16,AGGRAVATED ASSAULT,DISTURBANCE WIT
35.9790153757,-78.9440315839,18023917,2018-07-16,08:00,BURGLARY - NON-FORCED ENTRY,BREAK IN
35.9908534915,-78.9230609574,18023921,2018-07-16,22:01,SIMPLE ASSAULT-NON PHYSICAL THREAT OR INTIMIDATION,UNKNOWN PROBLEM
36.0305027894,-78.8903384905,18024117,2017-06-30,00:00,FRAUD - CREDIT CARD/ATM,FRAUD - CREDIT
35.9939223311,-78.8932205759,18023933,2018-07-17,00:18,BURGLARY - NON-FORCED ENTRY,DISTURBANCE
36.0960111233,-78.9302697921,18023940,2018-07-17,02:44,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9246178258,-78.9279622181,18023944,2018-07-17,02:40,LARCENY - SHOPLIFTING,SUSPICIOUS PERS
35.98734254,-78.8831186763,18023947,2018-07-17,04:05,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0057364966,-78.8963604838,18023961,2018-07-17,01:00,LARCENY - ALL OTHER,LARCENY
35.965982769,-78.9184120486,18023964,2018-07-15,00:00,RECOVERED STOLEN VEHICLE (OTHER JURISDICTION),RECOVERED VEHIC
36.0225376874,-78.9157215744,18024007,2018-04-30,08:00,EMBEZZLEMENT - WIRE/COMPUTER/ELECTRONIC MANIPULATION,FRAUD
35.9936104468,-78.8922501263,18024014,2018-07-10,00:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9946402752,-78.8831298703,18024017,2018-07-17,17:10,DRUG EQUIPMENT/PARAPHERNALIA - POSSESSING/CONCEALING,FOOT PURSUIT
35.9588368481,-78.8278845232,18024033,2018-07-16,23:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0171522881,-78.9099963439,18024036,2018-07-17,18:44,LARCENY - SHOPLIFTING,LARCENY
35.9747952896,-78.8595598699,18024043,2018-07-14,12:00,VANDALISM TO PROP (NOT ACCIDENTAL),BREAK IN
35.9361026482,-78.9209990407,18024039,2018-07-13,10:00,RUNAWAY,MISSING PERSON
35.9988895929,-78.9053529977,18024050,2018-07-17,21:12,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9485463884,-78.9703467187,18024066,2018-07-17,23:45,DRIVING WHILE IMPAIRED,MOTOR VEHICLE C
36.03307451,-78.8915580103,18024089,2018-06-01,09:00,WEAPON VIOLATIONS - POSSESSING/CONCEALING,WEAPONS VIOLATI
36.0144547474,-78.8836007178,18007590,2018-03-08,05:38,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0375826211,-78.8973391066,18007605,2018-03-08,08:59,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9653936264,-78.9515939525,18007617,2018-03-07,10:00,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,UNAUTHORIZED US
35.9978588636,-78.9008116304,18007631,2018-03-08,12:24,CALLS FOR SERVICE (NO CRIME),MOTOR VEHICLE A
35.9614843087,-78.8986424347,18007633,2018-02-28,13:30,MISSING PERSON,MISSING PERSON
35.9930209983,-78.8698118324,18007643,2018-03-08,14:02,LARCENY - SHOPLIFTING,LARCENY
36.0356645094,-78.9788218293,18007647,2018-03-07,20:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9636394831,-78.9141862147,18007673,2018-03-08,18:22,FOUND PROPERTY,LOST OR FOUND P
35.9921139738,-78.885172432,18007685,2018-03-08,22:38,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0007749871,-78.9124949689,18007693,2018-03-08,23:01,ALL OTHER OFFENSES-CITY ORDINANCE VIOLATIONS,NOISE COMPLAINT
35.9370785995,-78.8195351828,18007691,2018-03-08,23:00,SIMPLE ASSAULT-NON PHYSICAL THREAT OR INTIMIDATION,LARCENY
36.0456167692,-78.89504464,18007699,2018-03-09,00:56,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0397733742,-78.890155096,18007705,2018-03-09,02:13,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9825634031,-78.9040668776,18007711,2018-03-09,04:21,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9813927677,-78.9039905946,18007712,2018-03-09,04:43,TOWED/ABANDONED VEHICLE,PRIVATE TOW
